Author_Year,Tree_Series_ID,Dated_Year,Dated_Year_BP,Dating Method,Reported_Data_Type,Age_Corrected_D14C,Age_Corrected_D14C_Error,Fraction_Modern,Fraction_Modern_Error,Radiocarbon_Age,Radiocarbon_Age_Error,d13C,Site_Location_Place_Name,Country,Latitude,Longitude,Elevation,Genus,Species,EW_LW_WW,Extraction_Method,Holocellulose_Alphacellulose,AMS_Lab,Accession_No,IntChron_ID,Data_Quality,Source,Notes,Tech 1,Tech 2,Year 0 Check,Cellulose Type Check
Bard_23,DR313,-12404.5,14353.5,Wiggle Match,14CAge,210.4469,3.734595,1.2104469,0.003734595,12413,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11795.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12401.5,14350.5,Wiggle Match,14CAge,212.8731,3.734595,1.2128731,0.003734595,12394,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11796.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12399.5,14348.5,Wiggle Match,14CAge,211.3727,3.734595,1.2113727,0.003734595,12402,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11797.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12397.5,14346.5,Wiggle Match,14CAge,210.6275,3.734595,1.2106275,0.003734595,12405,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11798.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12393.0,14342.0,Wiggle Match,14CAge,209.9687,3.610108,1.2099687,0.003610108,12405,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11800.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12390.0,14339.0,Wiggle Match,14CAge,208.4761,3.734595,1.2084761,0.003734595,12412,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11801.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12387.5,14336.5,Wiggle Match,14CAge,206.7579,3.610108,1.2067579,0.003610108,12421,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11802.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12382.5,14331.5,Wiggle Match,14CAge,199.8885,3.485622,1.1998885,0.003485622,12462,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11804.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12380.5,14329.5,Wiggle Match,14CAge,199.7476,3.610108,1.1997476,0.003610108,12461,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11805.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12378.5,14327.5,Wiggle Match,14CAge,204.3949,3.485622,1.2043949,0.003485622,12428,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11806.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12376.5,14325.5,Wiggle Match,14CAge,204.2535,3.610108,1.2042535,0.003610108,12427,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11807.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12374.5,14323.5,Wiggle Match,14CAge,202.614,3.734595,1.202614,0.003734595,12436,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11808.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12372.5,14321.5,Wiggle Match,14CAge,202.4728,3.610108,1.2024728,0.003610108,12435,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11809.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12368.5,14317.5,Wiggle Match,14CAge,195.9212,3.485622,1.1959212,0.003485622,12475,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11811.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12366.5,14315.5,Wiggle Match,14CAge,209.2534,3.610108,1.2092534,0.003610108,12384,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11812.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12360.0,14309.0,Wiggle Match,14CAge,195.5849,3.859081,1.1955849,0.003859081,12469,31,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11815.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12357.0,14306.0,Wiggle Match,14CAge,201.5658,3.859081,1.2015658,0.003859081,12426,31,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11816.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12356.0,14305.0,Wiggle Match,14CAge,200.9719,4.232541,1.2009719,0.004232541,12429,34,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11816.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12354.5,14303.5,Wiggle Match,14CAge,210.5095,3.610108,1.2105095,0.003610108,12364,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11817.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12353.0,14302.0,Wiggle Match,14CAge,210.5912,3.734595,1.2105912,0.003734595,12362,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11818.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12352.0,14301.0,Wiggle Match,14CAge,207.8859,3.734595,1.2078859,0.003734595,12379,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11818.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12351.0,14300.0,Wiggle Match,14CAge,209.9971,3.485622,1.2099971,0.003485622,12364,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11848.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12350.0,14299.0,Wiggle Match,14CAge,218.9212,3.610108,1.2189212,0.003610108,12304,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11848.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12349.5,14298.5,Wiggle Match,14CAge,232.8869,3.610108,1.2328869,0.003610108,12212,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11819.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12348.0,14297.0,Wiggle Match,14CAge,230.0573,3.610108,1.2300573,0.003610108,12229,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11849.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12347.0,14296.0,Wiggle Match,14CAge,234.3566,3.485622,1.2343566,0.003485622,12200,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11820.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12346.0,14295.0,Wiggle Match,14CAge,232.5184,3.610108,1.2325184,0.003610108,12211,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11820.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12345.0,14294.0,Wiggle Match,14CAge,223.9604,3.610108,1.2239604,0.003610108,12266,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11850.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12344.0,14293.0,Wiggle Match,14CAge,233.2945,3.610108,1.2332945,0.003610108,12204,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11821.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12342.0,14291.0,Wiggle Match,14CAge,225.9558,3.610108,1.2259558,0.003610108,12250,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11851.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12341.5,14290.5,Wiggle Match,14CAge,226.6449,3.610108,1.2266449,0.003610108,12245,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11851.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12341.0,14290.0,Wiggle Match,14CAge,223.3684,3.859081,1.2233684,0.003859081,12266,31,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11822.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12340.0,14289.0,Wiggle Match,14CAge,228.5616,3.734595,1.2285616,0.003734595,12231,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11822.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12339.0,14288.0,Wiggle Match,14CAge,227.0375,3.610108,1.2270375,0.003610108,12240,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11823.3.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12338.0,14287.0,Wiggle Match,14CAge,216.5472,3.485622,1.2165472,0.003485622,12308,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11823.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12338.0,14287.0,Wiggle Match,14CAge,218.5176,3.734595,1.2185176,0.003734595,12295,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11823.2.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12337.0,14286.0,Wiggle Match,14CAge,221.1033,3.734595,1.2211033,0.003734595,12277,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11823.4.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12335.5,14284.5,Wiggle Match,14CAge,217.5427,3.610108,1.2175427,0.003610108,12299,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11824.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12333.5,14282.5,Wiggle Match,14CAge,217.2482,3.610108,1.2172482,0.003610108,12299,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11825.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12331.5,14280.5,Wiggle Match,14CAge,221.051,3.610108,1.221051,0.003610108,12272,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11826.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12329.5,14278.5,Wiggle Match,14CAge,219.6923,3.610108,1.2196923,0.003610108,12279,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11827.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12327.5,14276.5,Wiggle Match,14CAge,217.1224,3.734595,1.2171224,0.003734595,12294,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11828.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12325.5,14274.5,Wiggle Match,14CAge,221.8371,3.610108,1.2218371,0.003610108,12261,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11829.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12323.5,14272.5,Wiggle Match,14CAge,208.5336,3.485622,1.2085336,0.003485622,12347,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11830.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12321.0,14270.0,Wiggle Match,14CAge,217.226,3.485622,1.217226,0.003485622,12287,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11831.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12318.0,14267.0,Wiggle Match,14CAge,218.4518,3.610108,1.2184518,0.003610108,12276,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11832.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12315.0,14264.0,Wiggle Match,14CAge,212.8653,3.485622,1.2128653,0.003485622,12310,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11833.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12311.5,14260.5,Wiggle Match,14CAge,212.6538,3.610108,1.2126538,0.003610108,12308,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11834.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12309.5,14258.5,Wiggle Match,14CAge,222.9712,3.485622,1.2229712,0.003485622,12238,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11835.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12307.5,14256.5,Wiggle Match,14CAge,223.8936,3.485622,1.2238936,0.003485622,12230,28,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11836.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12305.5,14254.5,Wiggle Match,14CAge,215.5511,3.610108,1.2155511,0.003610108,12283,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11837.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12300.0,14249.0,Wiggle Match,14CAge,214.2891,3.610108,1.2142891,0.003610108,12286,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11839.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12297.0,14246.0,Wiggle Match,14CAge,212.3384,3.610108,1.2123384,0.003610108,12296,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11840.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12287.0,14236.0,Wiggle Match,14CAge,209.5169,3.610108,1.2095169,0.003610108,12305,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11841.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12285.0,14234.0,Wiggle Match,14CAge,211.1828,3.610108,1.2111828,0.003610108,12292,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11842.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12280.0,14229.0,Wiggle Match,14CAge,203.5388,3.859081,1.2035388,0.003859081,12338,31,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11843.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12277.0,14226.0,Wiggle Match,14CAge,196.3814,3.734595,1.1963814,0.003734595,12383,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11844.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12273.0,14222.0,Wiggle Match,14CAge,193.7204,3.734595,1.1937204,0.003734595,12397,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11845.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12246.0,14195.0,Wiggle Match,14CAge,195.9164,3.734595,1.1959164,0.003734595,12356,30,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11846.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12240.0,14189.0,Wiggle Match,14CAge,203.5586,3.610108,1.2035586,0.003610108,12299,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11847.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DR313,-12157.0,14106.0,Wiggle Match,14CAge,198.2291,3.610108,1.1982291,0.003610108,12254,29,NaN,Drouzet River,France,44.53269444,5.870361111,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11855.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DRouz10,-12321.0,14270.0,Wiggle Match,14CAge,219.8047,3.734595,1.2198047,0.003734595,12270,30,NaN,Drouzet River,France,44.53294143,5.868521824,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11723.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DRouz10,-12318.0,14267.0,Wiggle Match,14CAge,223.1629,3.734595,1.2231629,0.003734595,12245,30,NaN,Drouzet River,France,44.53294143,5.868521824,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11724.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
Bard_23,DRouz10,-12315.0,14264.0,Wiggle Match,14CAge,216.7973,3.734595,1.2167973,0.003734595,12284,30,NaN,Drouzet River,France,44.53294143,5.868521824,860,Pinus,sylvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,CEREGE,11725.1.1,NaN,Good,https://doi.org/10.1098/rsta.2022.0206,Cross dated and then wiggle matched with MCMC scheme - Age v2 Cal BP used,MW,IJ,JM,
